annual,0., 5., 10., 15., 20., 25., 30., 35., 40., 45., 50., 55., 60., 65., 70., 75., 80., 85., 90., 95., 100.
perennial,1, 15, 32, 46, 60, 74, 91, 105, 121, 135, 152, 166, 182, 196,213, 227, 244, 258, 274, 288, 305, 319, 335, 349, 366
